"","City","Station","Year","Month","PM2.5","PM10","NO2","SO2","Ozone","AQI","Area.Type","Indicator"
"43","Agra","Avas Vikas Colony",2018,"August",0,0,0,0,0,NA,"Residential",NA
"44","Agra","Avas Vikas Colony",2018,"September",0,0,0,0,0,NA,"Residential",NA
"45","Agra","Avas Vikas Colony",2018,"October",0,0,0,0,0,NA,"Residential",NA
"46","Agra","Avas Vikas Colony",2018,"November",0,0,0,0,0,NA,"Residential",NA
"47","Agra","Avas Vikas Colony",2018,"December",0,0,0,0,0,NA,"Residential",NA
"48","Agra","Avas Vikas Colony",2019,"January",0,0,0,0,0,NA,"Residential",NA
"49","Agra","Avas Vikas Colony",2019,"February",0,0,0,0,0,NA,"Residential",NA
"50","Agra","Avas Vikas Colony",2019,"March",0,0,0,0,0,NA,"Residential",NA
"51","Agra","Avas Vikas Colony",2019,"April",0,0,0,0,0,NA,"Residential",NA
"52","Agra","Avas Vikas Colony",2019,"May",0,0,0,0,0,NA,"Residential",NA
"53","Agra","Avas Vikas Colony",2019,"June",0,0,0,0,0,NA,"Residential",NA
"54","Agra","Avas Vikas Colony",2019,"July",0,0,0,0,0,NA,"Residential",NA
"55","Agra","Avas Vikas Colony",2019,"August",0,0,0,0,0,NA,"Residential",NA
"56","Agra","Avas Vikas Colony",2019,"September",0,0,0,0,0,NA,"Residential",NA
"57","Agra","Avas Vikas Colony",2019,"October",0,0,0,0,0,NA,"Residential",NA
"58","Agra","Avas Vikas Colony",2019,"November",0,0,0,0,0,NA,"Residential",NA
"59","Agra","Avas Vikas Colony",2019,"December",0,0,0,0,0,NA,"Residential",NA
"60","Agra","Avas Vikas Colony",2020,"January",0,0,0,0,0,NA,"Residential",NA
"61","Agra","Avas Vikas Colony",2020,"February",0,0,0,0,0,NA,"Residential",NA
"62","Agra","Avas Vikas Colony",2020,"March",0,0,0,0,0,NA,"Residential",NA
"63","Agra","Avas Vikas Colony",2020,"April",0,0,0,0,0,NA,"Residential",NA
"64","Agra","Avas Vikas Colony",2020,"May",0,0,0,0,0,NA,"Residential",NA
"65","Agra","Avas Vikas Colony",2020,"June",0,0,0,0,0,NA,"Residential",NA
"66","Agra","Avas Vikas Colony",2020,"July",0,0,0,0,0,NA,"Residential",NA
"67","Agra","Avas Vikas Colony",2020,"August",0,0,0,0,0,NA,"Residential",NA
"68","Agra","Avas Vikas Colony",2020,"September",0,0,0,0,0,NA,"Residential",NA
"69","Agra","Avas Vikas Colony",2020,"October",0,0,0,0,0,NA,"Residential",NA
"70","Agra","Avas Vikas Colony",2020,"November",0,0,0,0,0,NA,"Residential",NA
"71","Agra","Avas Vikas Colony",2020,"December",0,0,0,0,0,NA,"Residential",NA
"72","Agra","Avas Vikas Colony",2021,"January",0,0,0,0,0,NA,"Residential",NA
"73","Agra","Avas Vikas Colony",2021,"February",0,0,0,0,0,NA,"Residential",NA
"74","Agra","Avas Vikas Colony",2021,"March",0,0,0,0,0,NA,"Residential",NA
"75","Agra","Avas Vikas Colony",2021,"April",0,0,0,0,0,NA,"Residential",NA
"76","Agra","Avas Vikas Colony",2021,"May",0,0,0,0,0,NA,"Residential",NA
"77","Agra","Avas Vikas Colony",2021,"June",44,69,6,5,7,104,"Residential","Moderate"
"78","Agra","Avas Vikas Colony",2021,"July",52,72,7,9,7,73,"Residential","Satusafctory"
"79","Agra","Avas Vikas Colony",2021,"August",52,75,3,4,1,75,"Residential","Satusafctory"
"80","Agra","Avas Vikas Colony",2021,"September",43,49,5,7,1,50,"Residential","Satusafctory"
"81","Agra","Avas Vikas Colony",2021,"October",174,159,26,10,3,187,"Residential","Moderate"
"82","Agra","Avas Vikas Colony",2021,"November",343,260,49,13,9,346,"Residential","Very Poor"
"83","Agra","Avas Vikas Colony",2021,"December",250,146,35,14,10,253,"Residential","Poor"
"84","Agra","Manoharpur",2015,"January",0,0,0,0,0,NA,"Residential",NA
"85","Agra","Manoharpur",2015,"February",0,0,0,0,0,NA,"Residential",NA
"86","Agra","Manoharpur",2015,"March",0,0,0,0,0,NA,"Residential",NA
"87","Agra","Manoharpur",2015,"April",0,0,0,0,0,NA,"Residential",NA
"88","Agra","Manoharpur",2015,"May",0,0,0,0,0,NA,"Residential",NA
"89","Agra","Manoharpur",2015,"June",0,0,0,0,0,NA,"Residential",NA
"90","Agra","Manoharpur",2015,"July",0,0,0,0,0,NA,"Residential",NA
"91","Agra","Manoharpur",2015,"August",0,0,0,0,0,NA,"Residential",NA
"92","Agra","Manoharpur",2015,"September",0,0,0,0,0,NA,"Residential",NA
"93","Agra","Manoharpur",2015,"October",0,0,0,0,0,NA,"Residential",NA
"94","Agra","Manoharpur",2015,"November",0,0,0,0,0,NA,"Residential",NA
"95","Agra","Manoharpur",2015,"December",0,0,0,0,0,NA,"Residential",NA
"96","Agra","Manoharpur",2016,"January",0,0,0,0,0,NA,"Residential",NA
"97","Agra","Manoharpur",2016,"February",0,0,0,0,0,NA,"Residential",NA
"98","Agra","Manoharpur",2016,"March",0,0,0,0,0,NA,"Residential",NA
"99","Agra","Manoharpur",2016,"April",0,0,0,0,0,NA,"Residential",NA
"100","Agra","Manoharpur",2016,"May",0,0,0,0,0,NA,"Residential",NA
"101","Agra","Manoharpur",2016,"June",0,0,0,0,0,NA,"Residential",NA
"102","Agra","Manoharpur",2016,"July",0,0,0,0,0,NA,"Residential",NA
"103","Agra","Manoharpur",2016,"August",0,0,0,0,0,NA,"Residential",NA
"104","Agra","Manoharpur",2016,"September",0,0,0,0,0,NA,"Residential",NA
"105","Agra","Manoharpur",2016,"October",0,0,0,0,0,NA,"Residential",NA
"106","Agra","Manoharpur",2016,"November",0,0,0,0,0,NA,"Residential",NA
"107","Agra","Manoharpur",2016,"December",0,0,0,0,0,NA,"Residential",NA
"108","Agra","Manoharpur",2017,"January",0,0,0,0,0,NA,"Residential",NA
"109","Agra","Manoharpur",2017,"February",0,0,0,0,0,NA,"Residential",NA
"110","Agra","Manoharpur",2017,"March",0,0,0,0,0,NA,"Residential",NA
"111","Agra","Manoharpur",2017,"April",0,0,0,0,0,NA,"Residential",NA
"112","Agra","Manoharpur",2017,"May",0,0,0,0,0,NA,"Residential",NA
"113","Agra","Manoharpur",2017,"June",0,0,0,0,0,NA,"Residential",NA
"114","Agra","Manoharpur",2017,"July",0,0,0,0,0,NA,"Residential",NA
"115","Agra","Manoharpur",2017,"August",0,0,0,0,0,NA,"Residential",NA
"116","Agra","Manoharpur",2017,"September",0,0,0,0,0,NA,"Residential",NA
"117","Agra","Manoharpur",2017,"October",0,0,0,0,0,NA,"Residential",NA
"118","Agra","Manoharpur",2017,"November",0,0,0,0,0,NA,"Residential",NA
"119","Agra","Manoharpur",2017,"December",0,0,0,0,0,NA,"Residential",NA
"120","Agra","Manoharpur",2018,"January",0,0,0,0,0,NA,"Residential",NA
"121","Agra","Manoharpur",2018,"February",0,0,0,0,0,NA,"Residential",NA
"122","Agra","Manoharpur",2018,"March",0,0,0,0,0,NA,"Residential",NA
"123","Agra","Manoharpur",2018,"April",0,0,0,0,0,NA,"Residential",NA
"124","Agra","Manoharpur",2018,"May",0,0,0,0,0,NA,"Residential",NA
"125","Agra","Manoharpur",2018,"June",0,0,0,0,0,NA,"Residential",NA
"126","Agra","Manoharpur",2018,"July",0,0,0,0,0,NA,"Residential",NA
"127","Agra","Manoharpur",2018,"August",0,0,0,0,0,NA,"Residential",NA
"128","Agra","Manoharpur",2018,"September",0,0,0,0,0,NA,"Residential",NA
"129","Agra","Manoharpur",2018,"October",0,0,0,0,0,NA,"Residential",NA
"130","Agra","Manoharpur",2018,"November",0,0,0,0,0,NA,"Residential",NA
"131","Agra","Manoharpur",2018,"December",0,0,0,0,0,NA,"Residential",NA
"132","Agra","Manoharpur",2019,"January",0,0,0,0,0,NA,"Residential",NA
"133","Agra","Manoharpur",2019,"February",0,0,0,0,0,NA,"Residential",NA
"134","Agra","Manoharpur",2019,"March",0,0,0,0,0,NA,"Residential",NA
"135","Agra","Manoharpur",2019,"April",0,0,0,0,0,NA,"Residential",NA
"136","Agra","Manoharpur",2019,"May",0,0,0,0,0,NA,"Residential",NA
"137","Agra","Manoharpur",2019,"June",0,0,0,0,0,NA,"Residential",NA
"138","Agra","Manoharpur",2019,"July",0,0,0,0,0,NA,"Residential",NA
"139","Agra","Manoharpur",2019,"August",0,0,0,0,0,NA,"Residential",NA
"140","Agra","Manoharpur",2019,"September",0,0,0,0,0,NA,"Residential",NA
"141","Agra","Manoharpur",2019,"October",0,0,0,0,0,NA,"Residential",NA
"142","Agra","Manoharpur",2019,"November",0,0,0,0,0,NA,"Residential",NA
"143","Agra","Manoharpur",2019,"December",0,0,0,0,0,NA,"Residential",NA
"144","Agra","Manoharpur",2020,"January",0,0,0,0,0,NA,"Residential",NA
"145","Agra","Manoharpur",2020,"February",0,0,0,0,0,NA,"Residential",NA
"146","Agra","Manoharpur",2020,"March",0,0,0,0,0,NA,"Residential",NA
"147","Agra","Manoharpur",2020,"April",0,0,0,0,0,NA,"Residential",NA
"148","Agra","Manoharpur",2020,"May",0,0,0,0,0,NA,"Residential",NA
"149","Agra","Manoharpur",2020,"June",0,0,0,0,0,NA,"Residential",NA
"150","Agra","Manoharpur",2020,"July",0,0,0,0,0,NA,"Residential",NA
"151","Agra","Manoharpur",2020,"August",0,0,0,0,0,NA,"Residential",NA
"152","Agra","Manoharpur",2020,"September",0,0,0,0,0,NA,"Residential",NA
"153","Agra","Manoharpur",2020,"October",0,0,0,0,0,NA,"Residential",NA
"154","Agra","Manoharpur",2020,"November",0,0,0,0,0,NA,"Residential",NA
"155","Agra","Manoharpur",2020,"December",0,0,0,0,0,NA,"Residential",NA
"156","Agra","Manoharpur",2021,"January",0,0,0,0,0,NA,"Residential",NA
"157","Agra","Manoharpur",2021,"February",0,0,0,0,0,NA,"Residential",NA
"158","Agra","Manoharpur",2021,"March",0,0,0,0,0,NA,"Residential",NA
"159","Agra","Manoharpur",2021,"April",0,0,0,0,0,NA,"Residential",NA
"160","Agra","Manoharpur",2021,"May",0,0,0,0,0,NA,"Residential",NA
"161","Agra","Manoharpur",2021,"June",49,89,7,6,30,99,"Residential","Satusafctory"
"162","Agra","Manoharpur",2021,"July",41,66,4,7,18,67,"Residential","Satusafctory"
"163","Agra","Manoharpur",2021,"August",39,63,2,8,11,63,"Residential","Satusafctory"
"164","Agra","Manoharpur",2021,"September",31,36,2,10,10,39,"Residential","Good"
"165","Agra","Manoharpur",2021,"October",132,125,9,12,17,151,"Residential","Moderate"
"166","Agra","Manoharpur",2021,"November",300,203,34,10,30,301,"Residential","Very Poor"
"167","Agra","Manoharpur",2021,"December",207,123,44,2,19,207,"Residential","Poor"
"168","Agra","Manoharpur",2022,"January",168,100,32,4,14,168,"Residential","Moderate"
"169","Agra","Manoharpur",2022,"January",311,146,49,4,16,311,"Residential","Very Poor"
"170","Agra","Manoharpur",2022,"January",334,169,48,4,20,334,"Residential","Very Poor"
"171","Agra","Manoharpur",2022,"January",337,179,63,4,13,337,"Residential","Very Poor"
"172","Agra","Manoharpur",2022,"January",328,163,64,4,12,328,"Residential","Very Poor"
"173","Agra","Manoharpur",2022,"January",191,97,33,3,16,191,"Residential","Moderate"
"174","Agra","Manoharpur",2022,"January",78,64,27,4,14,78,"Residential","Satusafctory"
"175","Agra","Manoharpur",2022,"January",50,32,24,3,14,50,"Residential","Satusafctory"
"176","Agra","Manoharpur",2022,"January",62,42,21,3,13,63,"Residential","Satusafctory"
"177","Agra","Manoharpur",2022,"January",78,52,20,3,16,78,"Residential","Satusafctory"
"178","Agra","Manoharpur",2022,"January",82,60,23,4,17,82,"Residential","Satusafctory"
"179","Agra","Manoharpur",2022,"January",154,93,32,2,16,154,"Residential","Moderate"
"180","Agra","Rohta",2015,"January",0,0,0,0,0,NA,"Residential",NA
"181","Agra","Rohta",2015,"February",0,0,0,0,0,NA,"Residential",NA
"182","Agra","Rohta",2015,"March",0,0,0,0,0,NA,"Residential",NA
"183","Agra","Rohta",2015,"April",0,0,0,0,0,NA,"Residential",NA
"184","Agra","Rohta",2015,"May",0,0,0,0,0,NA,"Residential",NA
"185","Agra","Rohta",2015,"June",0,0,0,0,0,NA,"Residential",NA
"186","Agra","Rohta",2015,"July",0,0,0,0,0,NA,"Residential",NA
"187","Agra","Rohta",2015,"August",0,0,0,0,0,NA,"Residential",NA
"188","Agra","Rohta",2015,"September",0,0,0,0,0,NA,"Residential",NA
"189","Agra","Rohta",2015,"October",0,0,0,0,0,NA,"Residential",NA
"190","Agra","Rohta",2015,"November",0,0,0,0,0,NA,"Residential",NA
"191","Agra","Rohta",2015,"December",0,0,0,0,0,NA,"Residential",NA
"192","Agra","Rohta",2016,"January",0,0,0,0,0,NA,"Residential",NA
"193","Agra","Rohta",2016,"February",0,0,0,0,0,NA,"Residential",NA
"194","Agra","Rohta",2016,"March",0,0,0,0,0,NA,"Residential",NA
"195","Agra","Rohta",2016,"April",0,0,0,0,0,NA,"Residential",NA
"196","Agra","Rohta",2016,"May",0,0,0,0,0,NA,"Residential",NA
"197","Agra","Rohta",2016,"June",0,0,0,0,0,NA,"Residential",NA
"198","Agra","Rohta",2016,"July",0,0,0,0,0,NA,"Residential",NA
"199","Agra","Rohta",2016,"August",0,0,0,0,0,NA,"Residential",NA
"200","Agra","Rohta",2016,"September",0,0,0,0,0,NA,"Residential",NA
"201","Agra","Rohta",2016,"October",0,0,0,0,0,NA,"Residential",NA
"202","Agra","Rohta",2016,"November",0,0,0,0,0,NA,"Residential",NA
"203","Agra","Rohta",2016,"December",0,0,0,0,0,NA,"Residential",NA
"204","Agra","Rohta",2017,"January",0,0,0,0,0,NA,"Residential",NA
"205","Agra","Rohta",2017,"February",0,0,0,0,0,NA,"Residential",NA
"206","Agra","Rohta",2017,"March",0,0,0,0,0,NA,"Residential",NA
"207","Agra","Rohta",2017,"April",0,0,0,0,0,NA,"Residential",NA
"208","Agra","Rohta",2017,"May",0,0,0,0,0,NA,"Residential",NA
"209","Agra","Rohta",2017,"June",0,0,0,0,0,NA,"Residential",NA
"210","Agra","Rohta",2017,"July",0,0,0,0,0,NA,"Residential",NA
"211","Agra","Rohta",2017,"August",0,0,0,0,0,NA,"Residential",NA
"212","Agra","Rohta",2017,"September",0,0,0,0,0,NA,"Residential",NA
"213","Agra","Rohta",2017,"October",0,0,0,0,0,NA,"Residential",NA
"214","Agra","Rohta",2017,"November",0,0,0,0,0,NA,"Residential",NA
"215","Agra","Rohta",2017,"December",0,0,0,0,0,NA,"Residential",NA
"216","Agra","Rohta",2018,"January",0,0,0,0,0,NA,"Residential",NA
"217","Agra","Rohta",2018,"February",0,0,0,0,0,NA,"Residential",NA
"218","Agra","Rohta",2018,"March",0,0,0,0,0,NA,"Residential",NA
"219","Agra","Rohta",2018,"April",0,0,0,0,0,NA,"Residential",NA
"220","Agra","Rohta",2018,"May",0,0,0,0,0,NA,"Residential",NA
"221","Agra","Rohta",2018,"June",0,0,0,0,0,NA,"Residential",NA
"222","Agra","Rohta",2018,"July",0,0,0,0,0,NA,"Residential",NA
"223","Agra","Rohta",2018,"August",0,0,0,0,0,NA,"Residential",NA
"224","Agra","Rohta",2018,"September",0,0,0,0,0,NA,"Residential",NA
"225","Agra","Rohta",2018,"October",0,0,0,0,0,NA,"Residential",NA
"226","Agra","Rohta",2018,"November",0,0,0,0,0,NA,"Residential",NA
"227","Agra","Rohta",2018,"December",0,0,0,0,0,NA,"Residential",NA
"228","Agra","Rohta",2019,"January",0,0,0,0,0,NA,"Residential",NA
"229","Agra","Rohta",2019,"February",0,0,0,0,0,NA,"Residential",NA
"230","Agra","Rohta",2019,"March",0,0,0,0,0,NA,"Residential",NA
"231","Agra","Rohta",2019,"April",0,0,0,0,0,NA,"Residential",NA
"232","Agra","Rohta",2019,"May",0,0,0,0,0,NA,"Residential",NA
"233","Agra","Rohta",2019,"June",0,0,0,0,0,NA,"Residential",NA
"234","Agra","Rohta",2019,"July",0,0,0,0,0,NA,"Residential",NA
"235","Agra","Rohta",2019,"August",0,0,0,0,0,NA,"Residential",NA
"236","Agra","Rohta",2019,"September",0,0,0,0,0,NA,"Residential",NA
"237","Agra","Rohta",2019,"October",0,0,0,0,0,NA,"Residential",NA
"238","Agra","Rohta",2019,"November",0,0,0,0,0,NA,"Residential",NA
"239","Agra","Rohta",2019,"December",0,0,0,0,0,NA,"Residential",NA
"240","Agra","Rohta",2020,"January",0,0,0,0,0,NA,"Residential",NA
"241","Agra","Rohta",2020,"February",0,0,0,0,0,NA,"Residential",NA
"242","Agra","Rohta",2020,"March",0,0,0,0,0,NA,"Residential",NA
"243","Agra","Rohta",2020,"April",0,0,0,0,0,NA,"Residential",NA
"244","Agra","Rohta",2020,"May",0,0,0,0,0,NA,"Residential",NA
"245","Agra","Rohta",2020,"June",0,0,0,0,0,NA,"Residential",NA
"246","Agra","Rohta",2020,"July",0,0,0,0,0,NA,"Residential",NA
"247","Agra","Rohta",2020,"August",0,0,0,0,0,NA,"Residential",NA
"248","Agra","Rohta",2020,"September",0,0,0,0,0,NA,"Residential",NA
"249","Agra","Rohta",2020,"October",0,0,0,0,0,NA,"Residential",NA
"250","Agra","Rohta",2020,"November",0,0,0,0,0,NA,"Residential",NA
"251","Agra","Rohta",2020,"December",0,0,0,0,0,NA,"Residential",NA
"252","Agra","Rohta",2021,"January",0,0,0,0,0,NA,"Residential",NA
"253","Agra","Rohta",2021,"February",0,0,0,0,0,NA,"Residential",NA
"254","Agra","Rohta",2021,"March",0,0,0,0,0,NA,"Residential",NA
"255","Agra","Rohta",2021,"April",0,0,0,0,0,NA,"Residential",NA
"256","Agra","Rohta",2021,"May",0,0,0,0,0,NA,"Residential",NA
"257","Agra","Rohta",2021,"June",0,0,0,0,0,NA,"Residential",NA
"258","Agra","Rohta",2021,"July",4,8,2,1,4,48,"Residential","Good"
"259","Agra","Rohta",2021,"August",15,28,7,2,16,54,"Residential","Satusafctory"
"260","Agra","Rohta",2021,"September",0,0,0,0,0,NA,"Residential",NA
"261","Agra","Rohta",2021,"October",0,0,0,0,0,NA,"Residential",NA
"262","Agra","Rohta",2021,"November",0,0,0,0,0,NA,"Residential",NA
"263","Agra","Rohta",2021,"December",0,0,0,0,0,NA,"Residential",NA
"264","Agra","Rohta",2022,"January",11,0,2,1,6,80,"Residential","Satusafctory"
"265","Agra","Rohta",2022,"January",0,0,0,0,0,NA,"Residential",NA
"266","Agra","Rohta",2022,"January",0,0,0,0,0,NA,"Residential",NA
"267","Agra","Rohta",2022,"January",0,0,0,0,0,NA,"Residential",NA
"268","Agra","Rohta",2022,"January",0,0,0,0,0,NA,"Residential",NA
"269","Agra","Rohta",2022,"January",0,0,0,0,0,NA,"Residential",NA
"270","Agra","Rohta",2022,"January",0,0,0,0,0,NA,"Residential",NA
"271","Agra","Rohta",2022,"January",0,0,0,0,0,NA,"Residential",NA
"272","Agra","Rohta",2022,"January",0,0,0,0,0,NA,"Residential",NA
"273","Agra","Rohta",2022,"January",0,0,0,0,0,NA,"Residential",NA
"274","Agra","Rohta",2022,"January",0,0,0,0,0,NA,"Residential",NA
"275","Agra","Rohta",2022,"January",0,0,0,0,0,NA,"Residential",NA
"276","Agra","Sanjay Palace",2015,"January",0,0,0,0,0,NA,"Business",NA
"277","Agra","Sanjay Palace",2015,"February",0,0,20,10,28,NA,"Business",NA
"278","Agra","Sanjay Palace",2015,"March",0,0,27,10,37,NA,"Business",NA
"279","Agra","Sanjay Palace",2015,"April",0,38,23,11,45,190,"Business","Moderate"
"280","Agra","Sanjay Palace",2015,"May",72,44,23,12,47,115,"Business","Moderate"
"281","Agra","Sanjay Palace",2015,"June",121,0,20,10,43,121,"Business","Moderate"
"282","Agra","Sanjay Palace",2015,"July",133,0,10,5,27,140,"Business","Moderate"
"283","Agra","Sanjay Palace",2015,"August",118,0,9,6,17,118,"Business","Moderate"
"284","Agra","Sanjay Palace",2015,"September",138,0,7,10,14,138,"Business","Moderate"
"285","Agra","Sanjay Palace",2015,"October",252,0,27,14,9,256,"Business","Poor"
"286","Agra","Sanjay Palace",2015,"November",353,0,40,6,32,353,"Business","Very Poor"
"287","Agra","Sanjay Palace",2015,"December",370,0,11,24,31,361,"Business","Very Poor"
"288","Agra","Sanjay Palace",2016,"January",401,0,37,19,15,401,"Business","Severe"
"289","Agra","Sanjay Palace",2016,"February",261,0,54,20,18,266,"Business","Poor"
"290","Agra","Sanjay Palace",2016,"March",181,0,31,16,8,200,"Business","Poor"
"291","Agra","Sanjay Palace",2016,"April",210,0,26,4,8,234,"Business","Poor"
"292","Agra","Sanjay Palace",2016,"May",95,0,18,9,26,164,"Business","Moderate"
"293","Agra","Sanjay Palace",2016,"June",124,0,17,10,22,128,"Business","Moderate"
"294","Agra","Sanjay Palace",2016,"July",113,0,16,9,12,113,"Business","Moderate"
"295","Agra","Sanjay Palace",2016,"August",72,0,13,8,11,72,"Business","Satusafctory"
"296","Agra","Sanjay Palace",2016,"September",73,0,13,5,14,82,"Business","Satusafctory"
"297","Agra","Sanjay Palace",2016,"October",247,0,36,8,16,247,"Business","Poor"
"298","Agra","Sanjay Palace",2016,"November",377,0,51,16,16,377,"Business","Very Poor"
"299","Agra","Sanjay Palace",2016,"December",395,0,38,7,11,395,"Business","Very Poor"
"300","Agra","Sanjay Palace",2017,"January",354,0,41,4,12,354,"Business","Very Poor"
"301","Agra","Sanjay Palace",2017,"February",268,0,41,7,21,268,"Business","Poor"
"302","Agra","Sanjay Palace",2017,"March",192,0,31,7,25,192,"Business","Moderate"
"303","Agra","Sanjay Palace",2017,"April",165,0,32,7,29,165,"Business","Moderate"
"304","Agra","Sanjay Palace",2017,"May",142,0,29,5,26,146,"Business","Moderate"
"305","Agra","Sanjay Palace",2017,"June",86,0,5,0,0,857,"Business","Severe"
"306","Agra","Sanjay Palace",2017,"July",0,0,0,0,0,NA,"Business",NA
"307","Agra","Sanjay Palace",2017,"August",0,0,0,0,0,NA,"Business",NA
"308","Agra","Sanjay Palace",2017,"September",0,0,0,0,0,NA,"Business",NA
"309","Agra","Sanjay Palace",2017,"October",19,0,3,0,1,119,"Business","Moderate"
"310","Agra","Sanjay Palace",2017,"November",357,0,60,9,12,357,"Business","Very Poor"
"311","Agra","Sanjay Palace",2017,"December",347,0,72,8,11,358,"Business","Very Poor"
"312","Agra","Sanjay Palace",2018,"January",365,0,76,19,12,365,"Business","Very Poor"
"313","Agra","Sanjay Palace",2018,"February",259,0,69,32,12,259,"Business","Poor"
"314","Agra","Sanjay Palace",2018,"March",186,0,57,8,12,186,"Business","Moderate"
"315","Agra","Sanjay Palace",2018,"April",146,0,54,9,14,146,"Business","Moderate"
"316","Agra","Sanjay Palace",2018,"May",164,0,47,11,16,164,"Business","Moderate"
"317","Agra","Sanjay Palace",2018,"June",104,0,52,12,15,106,"Business","Moderate"
"318","Agra","Sanjay Palace",2018,"July",65,0,46,19,13,69,"Business","Satusafctory"
"319","Agra","Sanjay Palace",2018,"August",55,0,46,23,12,59,"Business","Satusafctory"
"320","Agra","Sanjay Palace",2018,"September",57,0,42,6,21,58,"Business","Satusafctory"
"321","Agra","Sanjay Palace",2018,"October",199,0,70,8,69,214,"Business","Poor"
"322","Agra","Sanjay Palace",2018,"November",332,0,75,18,56,332,"Business","Very Poor"
"323","Agra","Sanjay Palace",2018,"December",376,0,68,15,7,376,"Business","Very Poor"
"324","Agra","Sanjay Palace",2019,"January",333,0,60,12,11,333,"Business","Very Poor"
"325","Agra","Sanjay Palace",2019,"February",231,0,39,18,20,231,"Business","Poor"
"326","Agra","Sanjay Palace",2019,"March",158,0,38,17,13,158,"Business","Moderate"
"327","Agra","Sanjay Palace",2019,"April",140,0,42,15,14,140,"Business","Moderate"
"328","Agra","Sanjay Palace",2019,"May",125,0,45,24,38,127,"Business","Moderate"
"329","Agra","Sanjay Palace",2019,"June",111,0,32,13,33,111,"Business","Moderate"
